Orthogroup	Duplications (all)	Duplications (50% support)
OG0001392	4	2
OG0001393	6	2
OG0001394	7	6
OG0001395	5	3
OG0001396	11	11
OG0001397	6	4
OG0001398	6	5
OG0001399	3	1
OG0001400	5	2
OG0001401	5	2
OG0001402	4	0
OG0001403	6	2
OG0001404	3	0
OG0001405	4	3
OG0001406	5	2
OG0001407	3	2
OG0001408	3	0
OG0001409	6	4
OG0001410	4	1
OG0001411	5	3
OG0001412	3	2
OG0001413	4	3
OG0001414	2	0
OG0001415	7	3
OG0001416	6	3
OG0001417	5	3
OG0001418	6	2
OG0001419	4	1
OG0001420	4	1
OG0001421	4	2
OG0001422	4	0
OG0001423	3	2
OG0001424	5	1
OG0001425	13	12
OG0001426	6	0
OG0001427	12	10
OG0001428	7	2
OG0001429	7	5
OG0001430	3	1
OG0001431	4	0
OG0001432	5	4
OG0001433	5	3
OG0001434	5	2
OG0001435	4	1
OG0001436	5	3
OG0001437	3	2
OG0001438	4	3
OG0001439	6	4
OG0001440	3	1
OG0001441	5	3
OG0001442	7	6
OG0001443	5	3
OG0001444	3	3
OG0001445	10	6
OG0001446	6	1
OG0001447	5	2
OG0001448	8	7
OG0001449	23	23
OG0001450	23	23
OG0001451	23	23
OG0001452	23	23
OG0001453	23	23
OG0001454	23	23
OG0001455	23	23
OG0001456	23	23
OG0001457	23	23
OG0001458	23	23
OG0001459	23	23
OG0001460	20	20
OG0001461	19	18
OG0001462	22	22
OG0001463	13	12
OG0001464	9	9
OG0001465	23	23
OG0001466	4	2
OG0001467	7	6
OG0001468	4	2
OG0001469	7	6
OG0001470	5	3
OG0001471	5	4
OG0001472	4	2
OG0001473	4	3
OG0001474	4	1
OG0001475	11	10
OG0001476	4	2
OG0001477	5	2
OG0001478	7	4
OG0001479	6	2
OG0001480	10	9
OG0001481	5	3
OG0001482	3	1
OG0001483	3	2
OG0001484	5	2
OG0001485	3	0
OG0001486	7	3
OG0001487	8	2
OG0001488	5	1
OG0001489	5	0
OG0001490	3	0
OG0001491	4	2
OG0001492	2	1
OG0001493	3	0
OG0001494	1	0
OG0001495	5	4
OG0001496	7	7
OG0001497	3	2
OG0001498	4	2
OG0001499	6	6
OG0001500	6	5
OG0001501	5	3
OG0001502	5	4
OG0001503	2	1
OG0001504	7	5
OG0001505	2	0
OG0001506	2	0
OG0001507	2	1
OG0001508	3	3
OG0001509	5	3
OG0001510	2	0
OG0001511	4	2
OG0001512	3	0
OG0001513	2	1
OG0001514	5	1
OG0001515	6	3
OG0001516	5	0
OG0001517	3	3
OG0001518	3	0
OG0001519	7	7
OG0001520	2	1
OG0001521	3	0
OG0001522	5	3
OG0001523	6	3
OG0001524	3	2
OG0001525	4	1
OG0001526	3	3
OG0001527	6	4
OG0001528	3	2
OG0001529	3	1
OG0001530	4	3
OG0001531	4	0
OG0001532	4	2
OG0001533	5	4
OG0001534	4	2
OG0001535	3	1
OG0001536	7	3
OG0001537	6	4
OG0001538	3	2
OG0001539	2	1
OG0001540	5	2
OG0001541	7	6
OG0001542	5	2
OG0001543	4	2
OG0001544	2	2
OG0001545	3	0
OG0001546	4	0
OG0001547	5	1
OG0001548	5	0
OG0001549	7	5
OG0001550	6	1
OG0001551	4	2
OG0001552	4	2
OG0001553	3	2
OG0001554	5	2
OG0001555	2	0
OG0001556	4	0
OG0001557	2	1
OG0001558	7	5
OG0001559	5	4
OG0001560	3	1
OG0001561	3	1
OG0001562	2	1
OG0001563	5	4
OG0001564	5	3
OG0001565	4	1
OG0001566	6	5
OG0001567	3	1
OG0001568	5	2
OG0001569	4	2
OG0001570	8	8
OG0001571	5	4
OG0001572	4	3
OG0001573	5	3
OG0001574	6	4
OG0001575	4	3
OG0001576	6	2
OG0001577	5	3
OG0001578	6	4
OG0001579	7	5
OG0001580	3	1
OG0001581	8	1
OG0001582	5	3
OG0001583	6	3
OG0001584	6	5
OG0001585	3	2
OG0001586	7	3
OG0001587	2	1
OG0001588	2	0
OG0001589	3	0
OG0001590	3	1
OG0001591	9	8
OG0001592	3	1
OG0001593	3	1
OG0001594	4	0
OG0001595	3	1
OG0001596	4	2
OG0001597	5	3
OG0001598	4	0
OG0001599	5	4
OG0001600	4	4
OG0001601	5	1
OG0001602	4	0
OG0001603	14	14
OG0001604	6	5
OG0001605	3	2
OG0001606	3	3
OG0001607	5	3
OG0001608	8	3
OG0001609	4	2
OG0001610	2	0
OG0001611	2	1
OG0001612	6	6
OG0001613	8	7
OG0001614	5	2
OG0001615	4	0
OG0001616	22	22
OG0001617	13	9
OG0001618	22	22
OG0001619	22	22
OG0001620	22	22
OG0001621	22	22
OG0001622	22	22
OG0001623	22	22
OG0001624	22	22
OG0001625	22	22
OG0001626	22	22
OG0001627	22	22
OG0001628	21	21
OG0001629	8	3
OG0001630	19	19
OG0001631	14	10
OG0001632	22	22
OG0001633	12	8
OG0001634	11	7
OG0001635	9	6
OG0001636	11	9
OG0001637	7	6
OG0001638	16	14
OG0001639	22	22
OG0001640	22	22
OG0001641	2	0
OG0001642	10	10
OG0001643	6	2
OG0001644	3	1
OG0001645	3	2
OG0001646	5	3
OG0001647	4	4
OG0001648	2	1
OG0001649	1	0
OG0001650	5	3
OG0001651	3	1
OG0001652	5	0
OG0001653	6	2
OG0001654	3	2
OG0001655	3	1
OG0001656	6	3
OG0001657	3	2
OG0001658	3	2
OG0001659	4	4
OG0001660	4	0
OG0001661	4	2
OG0001662	4	1
OG0001663	11	11
OG0001664	3	1
OG0001665	3	1
OG0001666	5	3
OG0001667	7	3
OG0001668	4	0
OG0001669	3	1
OG0001670	4	1
OG0001671	3	2
OG0001672	1	0
OG0001673	1	0
OG0001674	3	2
OG0001675	2	1
OG0001676	4	0
OG0001677	4	1
OG0001678	4	2
OG0001679	3	1
OG0001680	2	0
OG0001681	2	0
OG0001682	2	1
OG0001683	3	2
OG0001684	5	4
OG0001685	3	1
OG0001686	2	2
OG0001687	5	3
OG0001688	5	2
OG0001689	4	0
OG0001690	9	9
OG0001691	2	0
OG0001692	7	5
OG0001693	3	0
OG0001694	2	1
OG0001695	3	1
OG0001696	9	9
OG0001697	4	0
OG0001698	5	4
OG0001699	1	0
OG0001700	3	2
OG0001701	6	3
OG0001702	5	0
OG0001703	2	1
OG0001704	5	5
OG0001705	4	2
OG0001706	6	4
OG0001707	3	1
OG0001708	4	4
OG0001709	4	4
OG0001710	2	0
OG0001711	3	2
OG0001712	3	1
OG0001713	5	5
OG0001714	4	0
OG0001715	4	4
OG0001716	6	6
OG0001717	4	1
OG0001718	5	3
OG0001719	4	1
OG0001720	2	0
OG0001721	2	1
OG0001722	4	4
OG0001723	5	3
OG0001724	4	2
OG0001725	4	0
OG0001726	5	3
OG0001727	1	0
OG0001728	5	2
OG0001729	5	5
OG0001730	4	3
OG0001731	6	4
OG0001732	2	1
OG0001733	5	3
OG0001734	5	3
OG0001735	4	3
OG0001736	3	1
OG0001737	7	6
OG0001738	1	0
OG0001739	5	4
OG0001740	3	0
OG0001741	2	0
OG0001742	5	3
OG0001743	3	2
OG0001744	5	2
OG0001745	6	5
OG0001746	2	0
OG0001747	6	0
OG0001748	5	4
OG0001749	6	3
OG0001750	3	2
OG0001751	5	1
OG0001752	7	0
OG0001753	5	2
OG0001754	4	2
OG0001755	3	1
OG0001756	3	0
OG0001757	5	2
OG0001758	6	5
OG0001759	5	2
OG0001760	4	4
OG0001761	9	5
OG0001762	5	3
OG0001763	7	6
OG0001764	10	8
OG0001765	9	8
OG0001766	2	0
OG0001767	3	1
OG0001768	5	4
OG0001769	2	1
OG0001770	2	1
OG0001771	3	2
OG0001772	4	1
OG0001773	8	6
OG0001774	12	9
OG0001775	2	0
OG0001776	5	3
OG0001777	4	0
OG0001778	2	1
OG0001779	3	0
OG0001780	7	6
OG0001781	2	0
OG0001782	4	4
OG0001783	3	1
OG0001784	5	2
OG0001785	3	1
OG0001786	3	2
OG0001787	4	1
OG0001788	3	1
OG0001789	4	2
OG0001790	3	1
OG0001791	4	0
OG0001792	2	0
OG0001793	7	7
OG0001794	4	1
OG0001795	5	4
OG0001796	5	4
OG0001797	4	1
OG0001798	3	1
OG0001799	4	4
OG0001800	5	5
OG0001801	7	5
OG0001802	4	3
OG0001803	1	0
OG0001804	5	0
OG0001805	4	3
OG0001806	4	2
OG0001807	2	0
OG0001808	5	2
OG0001809	8	7
OG0001810	3	1
OG0001811	4	2
OG0001812	2	2
OG0001813	3	0
OG0001814	3	2
OG0001815	5	3
OG0001816	3	1
OG0001817	5	2
OG0001818	8	6
OG0001819	4	3
OG0001820	4	0
OG0001821	8	5
OG0001822	7	3
OG0001823	2	0
OG0001824	21	21
OG0001825	21	21
OG0001826	21	21
OG0001827	21	21
OG0001828	9	8
OG0001829	6	3
OG0001830	20	20
OG0001831	21	21
OG0001832	21	21
OG0001833	21	21
OG0001834	21	21
OG0001835	9	5
OG0001836	10	6
OG0001837	13	8
OG0001838	21	21
OG0001839	4	3
OG0001840	3	2
OG0001841	2	0
OG0001842	4	3
OG0001843	7	5
OG0001844	6	3
OG0001845	2	1
OG0001846	3	1
OG0001847	3	2
OG0001848	7	4
OG0001849	1	0
OG0001850	5	4
OG0001851	3	2
OG0001852	3	2
OG0001853	5	4
OG0001854	4	4
OG0001855	1	0
OG0001856	1	0
OG0001857	5	3
OG0001858	3	0
OG0001859	2	0
OG0001860	6	5
OG0001861	3	2
OG0001862	4	2
OG0001863	3	1
OG0001864	6	5
OG0001865	3	1
OG0001866	6	3
OG0001867	3	2
OG0001868	7	6
OG0001869	3	0
OG0001870	3	1
OG0001871	3	2
OG0001872	3	3
OG0001873	4	2
OG0001874	3	1
OG0001875	6	1
OG0001876	3	2
OG0001877	3	1
OG0001878	6	1
OG0001879	3	1
OG0001880	5	5
OG0001881	2	1
OG0001882	6	6
OG0001883	3	1
OG0001884	5	4
OG0001885	5	4
OG0001886	4	1
OG0001887	2	1
OG0001888	1	0
OG0001889	1	0
OG0001890	3	1
OG0001891	3	2
OG0001892	3	0
OG0001893	4	3
OG0001894	4	2
OG0001895	5	2
OG0001896	2	1
OG0001897	4	3
OG0001898	4	3
OG0001899	4	3
OG0001900	3	0
OG0001901	4	2
OG0001902	4	2
OG0001903	1	1
OG0001904	4	2
OG0001905	3	2
OG0001906	6	1
OG0001907	1	0
OG0001908	1	1
OG0001909	3	2
OG0001910	2	2
OG0001911	3	2
OG0001912	6	3
OG0001913	3	1
OG0001914	3	1
OG0001915	4	2
OG0001916	5	1
OG0001917	3	2
OG0001918	2	0
OG0001919	1	0
OG0001920	3	0
OG0001921	3	2
OG0001922	4	3
OG0001923	2	2
OG0001924	4	1
OG0001925	1	0
OG0001926	2	1
OG0001927	9	8
OG0001928	5	4
OG0001929	3	2
OG0001930	2	0
OG0001931	5	1
OG0001932	3	2
OG0001933	3	0
OG0001934	3	3
OG0001935	5	5
OG0001936	4	2
OG0001937	3	1
OG0001938	3	2
OG0001939	3	1
OG0001940	6	4
OG0001941	4	0
OG0001942	2	1
OG0001943	2	1
OG0001944	2	0
OG0001945	1	0
OG0001946	3	1
OG0001947	7	7
OG0001948	5	4
OG0001949	2	1
OG0001950	2	0
OG0001951	7	1
OG0001952	5	3
OG0001953	3	1
OG0001954	3	3
OG0001955	5	2
OG0001956	4	2
OG0001957	3	2
OG0001958	3	2
OG0001959	4	3
OG0001960	4	1
OG0001961	3	1
OG0001962	5	2
OG0001963	2	1
OG0001964	2	0
OG0001965	1	1
OG0001966	2	1
OG0001967	4	1
OG0001968	3	1
OG0001969	1	0
OG0001970	3	1
OG0001971	6	5
OG0001972	1	0
OG0001973	4	2
OG0001974	2	1
OG0001975	3	3
OG0001976	4	1
OG0001977	3	1
OG0001978	3	2
OG0001979	2	1
OG0001980	2	0
OG0001981	7	6
OG0001982	7	6
OG0001983	2	2
OG0001984	2	0
OG0001985	2	2
OG0001986	2	1
OG0001987	2	1
OG0001988	1	0
OG0001989	4	2
OG0001990	4	2
OG0001991	4	1
OG0001992	2	0
OG0001993	3	1
OG0001994	4	2
OG0001995	4	2
OG0001996	3	0
OG0001997	2	1
OG0001998	3	2
OG0001999	4	3
OG0002000	3	0
OG0002001	4	4
OG0002002	1	0
OG0002003	8	7
OG0002004	3	2
OG0002005	2	1
OG0002006	5	3
OG0002007	2	2
OG0002008	5	2
OG0002009	3	2
OG0002010	3	2
OG0002011	2	1
OG0002012	3	2
OG0002013	3	2
OG0002014	4	3
OG0002015	5	4
OG0002016	5	2
OG0002017	6	3
OG0002018	3	2
OG0002019	3	1
OG0002020	2	0
OG0002021	2	0
OG0002022	2	1
OG0002023	2	0
OG0002024	2	1
OG0002025	5	3
OG0002026	4	2
OG0002027	6	3
OG0002028	7	6
OG0002029	3	2
OG0002030	4	3
OG0002031	2	1
OG0002032	3	3
OG0002033	3	1
OG0002034	3	2
OG0002035	4	2
OG0002036	2	2
OG0002037	4	2
OG0002038	2	1
OG0002039	3	1
OG0002040	2	1
OG0002041	5	3
OG0002042	2	1
OG0002043	3	0
OG0002044	1	0
OG0002045	4	4
OG0002046	2	0
OG0002047	9	4
OG0002048	3	2
OG0002049	4	1
OG0002050	5	3
OG0002051	6	4
OG0002052	3	2
OG0002053	4	4
OG0002054	1	0
OG0002055	4	1
OG0002056	3	1
OG0002057	3	2
OG0002058	7	6
OG0002059	12	12
OG0002060	3	1
OG0002061	9	5
OG0002062	1	1
OG0002063	12	11
OG0002064	7	4
OG0002065	5	1
OG0002066	15	15
OG0002067	20	20
OG0002068	20	20
OG0002069	16	16
OG0002070	9	7
OG0002071	4	3
OG0002072	20	20
OG0002073	20	20
OG0002074	20	20
OG0002075	20	20
OG0002076	20	20
OG0002077	20	20
OG0002078	20	20
OG0002079	20	20
OG0002080	20	20
OG0002081	20	20
OG0002082	10	6
OG0002083	20	20
OG0002084	17	17
OG0002085	20	20
OG0002086	2	0
OG0002087	2	1
OG0002088	2	0
OG0002089	3	2
OG0002090	4	2
OG0002091	2	1
OG0002092	4	3
OG0002093	4	2
OG0002094	2	2
OG0002095	2	2
OG0002096	4	1
OG0002097	2	1
OG0002098	3	3
OG0002099	2	0
OG0002100	7	7
OG0002101	2	2
OG0002102	10	10
OG0002103	3	1
OG0002104	4	3
OG0002105	3	2
OG0002106	3	0
OG0002107	5	4
OG0002108	2	2
OG0002109	2	2
OG0002110	5	2
OG0002111	1	0
OG0002112	2	0
OG0002113	2	1
OG0002114	6	4
OG0002115	4	2
OG0002116	3	0
OG0002117	4	3
OG0002118	4	1
OG0002119	3	1
OG0002120	1	1
OG0002121	3	3
OG0002122	4	1
OG0002123	7	5
OG0002124	4	2
OG0002125	2	2
OG0002126	2	1
OG0002127	2	0
OG0002128	2	1
OG0002129	2	1
OG0002130	3	2
OG0002131	1	0
OG0002132	3	2
OG0002133	5	5
OG0002134	2	2
OG0002135	2	1
OG0002136	4	3
OG0002137	2	1
OG0002138	2	1
OG0002139	2	1
OG0002140	2	2
OG0002141	6	5
OG0002142	3	1
OG0002143	4	4
OG0002144	4	2
OG0002145	6	5
OG0002146	5	4
OG0002147	2	1
OG0002148	1	0
OG0002149	5	4
OG0002150	4	1
OG0002151	7	5
OG0002152	5	5
OG0002153	1	1
OG0002154	5	4
OG0002155	5	3
OG0002156	3	2
OG0002157	2	1
OG0002158	2	2
OG0002159	1	0
OG0002160	4	3
OG0002161	3	1
OG0002162	1	0
OG0002163	2	1
OG0002164	2	2
OG0002165	2	1
OG0002166	1	0
OG0002167	2	0
OG0002168	3	2
OG0002169	2	2
OG0002170	3	2
OG0002171	2	2
OG0002172	2	0
OG0002173	4	4
OG0002174	2	2
OG0002175	3	2
OG0002176	2	2
OG0002177	2	0
OG0002178	5	5
OG0002179	2	1
OG0002180	1	0
OG0002181	6	3
OG0002182	3	3
OG0002183	3	2
OG0002184	2	2
OG0002185	6	4
OG0002186	3	2
OG0002187	3	3
OG0002188	1	0
OG0002189	1	0
OG0002190	2	1
OG0002191	3	1
OG0002192	4	3
OG0002193	2	1
OG0002194	4	2
OG0002195	9	7
OG0002196	3	1
OG0002197	5	3
OG0002198	2	2
OG0002199	1	0
OG0002200	2	2
OG0002201	3	2
OG0002202	3	3
OG0002203	2	0
OG0002204	2	2
OG0002205	3	0
OG0002206	3	1
OG0002207	4	3
OG0002208	3	3
OG0002209	1	0
OG0002210	4	4
OG0002211	3	1
OG0002212	3	2
OG0002213	4	2
OG0002214	1	0
OG0002215	5	4
OG0002216	3	2
OG0002217	4	2
OG0002218	2	1
OG0002219	4	2
OG0002220	2	2
OG0002221	1	0
OG0002222	3	2
OG0002223	2	1
OG0002224	2	2
OG0002225	2	2
OG0002226	5	4
OG0002227	1	0
OG0002228	1	0
OG0002229	3	1
OG0002230	2	2
OG0002231	1	1
OG0002232	2	1
OG0002233	2	1
OG0002234	2	2
OG0002235	4	0
OG0002236	2	1
OG0002237	3	1
OG0002238	3	2
OG0002239	2	1
OG0002240	2	0
OG0002241	4	3
OG0002242	5	5
OG0002243	3	3
OG0002244	3	3
OG0002245	2	0
OG0002246	2	1
OG0002247	4	1
OG0002248	2	1
OG0002249	10	10
OG0002250	4	2
OG0002251	4	2
OG0002252	4	0
OG0002253	5	3
OG0002254	3	1
OG0002255	3	1
OG0002256	3	3
OG0002257	3	2
OG0002258	3	0
OG0002259	1	0
OG0002260	3	2
OG0002261	2	1
OG0002262	3	1
OG0002263	5	5
OG0002264	6	2
OG0002265	4	0
OG0002266	2	0
OG0002267	1	0
OG0002268	2	1
OG0002269	3	2
OG0002270	2	0
OG0002271	2	1
OG0002272	2	1
OG0002273	2	1
OG0002274	2	1
OG0002275	2	1
OG0002276	3	1
OG0002277	2	1
OG0002278	3	2
OG0002279	1	1
OG0002280	3	1
OG0002281	4	3
OG0002282	2	2
OG0002283	6	6
OG0002284	3	2
OG0002285	3	3
OG0002286	4	4
OG0002287	4	2
OG0002288	3	0
OG0002289	2	1
OG0002290	3	2
OG0002291	4	3
OG0002292	4	3
OG0002293	3	0
OG0002294	3	1
OG0002295	3	2
OG0002296	3	3
OG0002297	5	4
OG0002298	3	3
OG0002299	3	2
OG0002300	3	1
OG0002301	3	2
OG0002302	2	2
OG0002303	4	4
OG0002304	1	0
OG0002305	2	2
OG0002306	1	0
OG0002307	5	2
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	4	4
OG0002312	5	3
OG0002313	1	1
OG0002314	2	1
OG0002315	3	3
OG0002316	3	1
OG0002317	3	1
OG0002318	2	2
OG0002319	6	3
OG0002320	2	1
OG0002321	3	2
OG0002322	2	0
OG0002323	3	3
OG0002324	3	0
OG0002325	4	3
OG0002326	2	1
OG0002327	2	2
OG0002328	3	2
OG0002329	3	2
OG0002330	4	3
OG0002331	4	1
OG0002332	2	1
OG0002333	1	0
OG0002334	3	2
OG0002335	3	2
OG0002336	2	2
OG0002337	3	2
OG0002338	2	1
OG0002339	2	1
OG0002340	2	1
OG0002341	2	1
OG0002342	4	1
OG0002343	3	3
OG0002344	4	4
OG0002345	5	1
OG0002346	3	3
OG0002347	2	1
OG0002348	1	0
OG0002349	2	0
OG0002350	2	2
OG0002351	7	6
OG0002352	6	2
OG0002353	3	3
OG0002354	8	8
OG0002355	5	3
OG0002356	12	10
OG0002357	4	1
OG0002358	3	1
OG0002359	2	1
OG0002360	2	1
OG0002361	4	3
OG0002362	4	2
OG0002363	19	19
OG0002364	19	19
OG0002365	19	19
OG0002366	19	19
OG0002367	19	19
OG0002368	6	3
OG0002369	2	1
OG0002370	7	5
OG0002371	5	4
OG0002372	9	7
OG0002373	9	7
OG0002374	19	19
OG0002375	19	19
OG0002376	19	19
OG0002377	19	19
OG0002378	19	19
OG0002379	19	19
OG0002380	19	19
OG0002381	19	19
OG0002382	19	19
OG0002383	19	19
OG0002384	11	6
OG0002385	17	17
OG0002386	9	8
OG0002387	7	3
OG0002388	12	9
OG0002389	19	19
OG0002390	12	8
OG0002391	10	8
OG0002392	19	19
OG0002393	1	1
OG0002394	1	1
OG0002395	11	7
OG0002396	1	0
OG0002397	2	1
OG0002398	3	3
OG0002399	1	1
OG0002400	1	1
OG0002401	11	10
OG0002402	1	1
OG0002403	5	5
OG0002404	2	0
OG0002405	1	1
OG0002406	2	1
OG0002407	1	0
OG0002408	2	0
OG0002409	1	0
OG0002410	6	2
OG0002411	3	1
OG0002412	4	3
OG0002413	1	1
OG0002414	1	1
OG0002415	5	2
OG0002416	2	1
OG0002417	6	4
OG0002418	1	1
OG0002419	3	1
OG0002420	3	2
OG0002421	2	2
OG0002422	2	1
OG0002423	1	1
OG0002424	2	2
OG0002425	1	1
OG0002426	1	1
OG0002427	1	0
OG0002428	3	2
OG0002429	2	2
OG0002430	3	2
OG0002431	1	0
OG0002432	3	2
OG0002433	3	0
OG0002434	2	0
OG0002435	1	1
OG0002436	2	0
OG0002437	4	3
OG0002438	1	0
OG0002439	4	2
OG0002440	1	1
OG0002441	1	1
OG0002442	2	1
OG0002443	3	0
OG0002444	1	0
OG0002445	2	2
OG0002446	2	1
OG0002447	2	1
OG0002448	1	1
OG0002449	5	4
OG0002450	3	3
OG0002451	2	2
OG0002452	2	1
OG0002453	1	1
OG0002454	1	1
OG0002455	3	2
OG0002456	1	1
OG0002457	2	2
OG0002458	4	4
OG0002459	2	1
OG0002460	3	0
OG0002461	1	1
OG0002462	1	0
OG0002463	2	1
OG0002464	3	0
OG0002465	1	0
OG0002466	1	1
OG0002467	3	1
OG0002468	3	1
OG0002469	1	1
OG0002470	1	0
OG0002471	2	1
OG0002472	3	1
OG0002473	3	0
OG0002474	2	1
OG0002475	2	2
OG0002476	1	0
OG0002477	4	1
OG0002478	1	0
OG0002479	2	1
OG0002480	5	4
OG0002481	3	1
OG0002482	4	3
OG0002483	5	2
OG0002484	4	3
OG0002485	1	0
OG0002486	2	1
OG0002487	3	1
OG0002488	2	1
OG0002489	3	2
OG0002490	1	1
OG0002491	4	3
OG0002492	1	1
OG0002493	1	1
OG0002494	2	1
OG0002495	3	1
OG0002496	1	1
OG0002497	2	1
OG0002498	4	3
OG0002499	4	2
OG0002500	2	1
OG0002501	2	2
OG0002502	1	0
OG0002503	4	3
OG0002504	1	1
OG0002505	2	2
OG0002506	3	2
OG0002507	2	1
OG0002508	3	0
OG0002509	2	1
OG0002510	2	0
OG0002511	1	0
OG0002512	3	2
OG0002513	4	2
OG0002514	2	0
OG0002515	2	2
OG0002516	6	4
OG0002517	4	0
OG0002518	1	1
OG0002519	2	1
OG0002520	1	1
OG0002521	1	0
OG0002522	1	1
OG0002523	2	2
OG0002524	5	2
OG0002525	1	1
OG0002526	1	1
OG0002527	1	1
OG0002528	1	1
OG0002529	1	0
OG0002530	2	2
OG0002531	6	3
OG0002532	3	1
OG0002533	2	2
OG0002534	3	3
OG0002535	2	2
OG0002536	1	1
OG0002537	2	1
OG0002538	2	1
OG0002539	1	1
OG0002540	3	2
OG0002541	2	2
OG0002542	1	0
OG0002543	4	2
OG0002544	4	3
OG0002545	2	2
OG0002546	2	2
OG0002547	1	1
OG0002548	2	1
OG0002549	2	2
OG0002550	2	0
OG0002551	4	0
OG0002552	2	2
OG0002553	4	3
OG0002554	2	2
OG0002555	3	0
OG0002556	4	3
OG0002557	5	2
OG0002558	1	1
OG0002559	4	2
OG0002560	3	2
OG0002561	2	2
OG0002562	1	0
OG0002563	3	2
OG0002564	2	1
OG0002565	2	1
OG0002566	3	3
OG0002567	1	0
OG0002568	2	1
OG0002569	1	0
OG0002570	4	4
OG0002571	2	1
OG0002572	4	1
OG0002573	1	0
OG0002574	1	1
OG0002575	2	1
OG0002576	3	3
OG0002577	2	2
OG0002578	1	1
OG0002579	1	0
OG0002580	2	2
OG0002581	4	0
OG0002582	2	1
OG0002583	4	3
OG0002584	5	5
OG0002585	1	0
OG0002586	2	2
OG0002587	9	8
OG0002588	3	2
OG0002589	1	0
OG0002590	3	1
OG0002591	3	1
OG0002592	3	2
OG0002593	3	2
OG0002594	2	2
OG0002595	2	1
OG0002596	3	3
OG0002597	1	0
OG0002598	4	2
OG0002599	1	1
OG0002600	1	0
OG0002601	1	1
OG0002602	6	2
OG0002603	8	6
OG0002604	1	0
OG0002605	2	0
OG0002606	2	2
OG0002607	1	1
OG0002608	5	4
OG0002609	5	3
OG0002610	1	0
OG0002611	2	1
OG0002612	2	2
OG0002613	2	2
OG0002614	1	0
OG0002615	1	1
OG0002616	3	2
OG0002617	7	5
OG0002618	5	4
OG0002619	3	3
OG0002620	4	2
OG0002621	3	3
OG0002622	2	0
OG0002623	2	1
OG0002624	1	1
OG0002625	1	0
OG0002626	3	3
OG0002627	1	1
OG0002628	3	2
OG0002629	1	1
OG0002630	1	1
OG0002631	5	1
OG0002632	1	0
OG0002633	2	0
OG0002634	3	3
OG0002635	3	3
OG0002636	1	1
OG0002637	2	0
OG0002638	1	0
OG0002639	2	0
OG0002640	3	3
OG0002641	1	0
OG0002642	1	0
OG0002643	2	2
OG0002644	2	2
OG0002645	1	0
OG0002646	1	0
OG0002647	2	2
OG0002648	1	0
OG0002649	1	1
OG0002650	2	0
OG0002651	3	0
OG0002652	2	2
OG0002653	4	1
OG0002654	2	0
OG0002655	2	1
OG0002656	2	1
OG0002657	4	0
OG0002658	1	0
OG0002659	4	2
OG0002660	2	2
OG0002661	3	1
OG0002662	2	0
OG0002663	1	0
OG0002664	1	0
OG0002665	3	1
OG0002666	2	1
OG0002667	2	2
OG0002668	2	0
OG0002669	2	1
OG0002670	3	2
OG0002671	1	1
OG0002672	2	1
OG0002673	1	1
OG0002674	2	2
OG0002675	2	2
OG0002676	1	1
OG0002677	1	1
OG0002678	3	3
OG0002679	3	1
OG0002680	3	2
OG0002681	3	3
OG0002682	1	1
OG0002683	1	0
OG0002684	3	2
OG0002685	1	0
OG0002686	4	3
OG0002687	2	0
OG0002688	5	4
OG0002689	6	4
OG0002690	2	0
OG0002691	3	1
OG0002692	1	1
OG0002693	1	1
OG0002694	1	1
OG0002695	3	2
OG0002696	1	0
OG0002697	2	0
OG0002698	3	2
OG0002699	3	3
OG0002700	2	0
OG0002701	2	0
OG0002702	2	2
OG0002703	1	0
OG0002704	3	0
OG0002705	1	1
OG0002706	2	2
OG0002707	1	1
OG0002708	2	0
OG0002709	2	1
OG0002710	2	1
OG0002711	1	1
OG0002712	2	1
OG0002713	1	1
OG0002714	3	3
OG0002715	3	2
OG0002716	4	0
OG0002717	1	0
OG0002718	2	1
OG0002719	1	1
OG0002720	1	0
OG0002721	2	0
OG0002722	1	0
OG0002723	1	0
OG0002724	1	1
OG0002725	1	1
OG0002726	1	1
OG0002727	3	2
OG0002728	4	4
OG0002729	4	1
OG0002730	3	0
OG0002731	3	2
OG0002732	2	1
OG0002733	2	1
OG0002734	1	1
OG0002735	1	0
OG0002736	2	0
OG0002737	6	5
OG0002738	6	4
OG0002739	4	3
OG0002740	1	1
OG0002741	2	2
OG0002742	4	4
OG0002743	2	0
OG0002744	1	1
OG0002745	1	0
OG0002746	1	1
OG0002747	1	0
OG0002748	2	1
OG0002749	3	0
OG0002750	2	1
OG0002751	2	1
OG0002752	2	1
OG0002753	1	0
OG0002754	2	2
OG0002755	4	2
OG0002756	3	2
OG0002757	1	0
OG0002758	1	1
OG0002759	3	2
OG0002760	3	3
OG0002761	3	1
OG0002762	3	2
OG0002763	2	1
OG0002764	1	1
OG0002765	1	0
OG0002766	1	1
OG0002767	3	1
OG0002768	2	1
OG0002769	2	1
OG0002770	3	2
OG0002771	6	4
OG0002772	1	1
OG0002773	1	0
OG0002774	1	1
OG0002775	1	1
OG0002776	2	1
OG0002777	2	2
OG0002778	1	0
OG0002779	3	3
OG0002780	3	1
OG0002781	3	3
OG0002782	2	2
OG0002783	1	1
OG0002784	1	1
OG0002785	3	2
OG0002786	4	0
OG0002787	5	4
OG0002788	2	2
