Orthogroup	Duplications (all)	Duplications (50% support)
OG0010419	2	2
OG0010420	2	2
OG0010421	6	6
OG0010422	6	6
OG0010423	6	6
OG0010424	5	5
OG0010425	6	6
OG0010426	4	4
OG0010427	1	0
OG0010428	2	1
OG0010429	3	3
OG0010430	4	4
OG0010431	0	0
OG0010432	4	4
OG0010433	0	0
OG0010434	0	0
OG0010435	1	1
OG0010436	6	6
OG0010437	4	4
OG0010438	1	1
OG0010439	1	1
OG0010440	3	3
OG0010441	5	5
OG0010442	2	2
OG0010443	1	1
OG0010444	3	3
OG0010445	2	2
OG0010446	4	4
OG0010447	1	1
OG0010448	3	3
OG0010449	3	3
OG0010450	2	2
OG0010451	2	2
OG0010452	2	1
OG0010453	0	0
OG0010454	3	3
OG0010455	0	0
OG0010456	4	4
OG0010457	0	0
OG0010458	0	0
OG0010459	0	0
OG0010460	0	0
OG0010461	0	0
OG0010462	0	0
OG0010463	0	0
OG0010464	0	0
OG0010465	0	0
OG0010466	1	0
OG0010467	1	0
OG0010468	2	2
OG0010469	0	0
OG0010470	0	0
OG0010471	0	0
OG0010472	0	0
OG0010473	0	0
OG0010474	0	0
OG0010475	0	0
OG0010476	0	0
OG0010477	0	0
OG0010478	0	0
OG0010479	1	0
OG0010480	0	0
OG0010481	0	0
OG0010482	0	0
OG0010483	0	0
OG0010484	0	0
OG0010485	1	1
OG0010486	0	0
OG0010487	1	0
OG0010488	0	0
OG0010489	1	0
OG0010490	0	0
OG0010491	0	0
OG0010492	1	1
OG0010493	0	0
OG0010494	0	0
OG0010495	1	0
OG0010496	2	2
OG0010497	0	0
OG0010498	1	0
OG0010499	1	1
OG0010500	1	1
OG0010501	0	0
OG0010502	0	0
OG0010503	0	0
OG0010504	1	1
OG0010505	0	0
OG0010506	1	0
OG0010507	0	0
OG0010508	0	0
OG0010509	1	0
OG0010510	1	0
OG0010511	2	2
OG0010512	2	2
OG0010513	1	0
OG0010514	2	2
OG0010515	2	2
OG0010516	2	2
OG0010517	1	1
OG0010518	0	0
OG0010519	2	1
OG0010520	1	0
OG0010521	0	0
OG0010522	0	0
OG0010523	1	1
OG0010524	1	0
OG0010525	1	1
OG0010526	0	0
OG0010527	2	1
OG0010528	1	1
OG0010529	1	1
OG0010530	1	0
OG0010531	1	1
OG0010532	6	6
OG0010533	6	6
OG0010534	5	5
OG0010535	1	0
OG0010536	2	1
OG0010537	2	2
OG0010538	2	1
OG0010539	1	0
OG0010540	3	3
OG0010541	5	5
OG0010542	6	6
OG0010543	5	5
OG0010544	5	5
OG0010545	6	6
OG0010546	6	6
OG0010547	5	5
OG0010548	4	4
OG0010549	6	6
OG0010550	6	6
OG0010551	5	5
OG0010552	5	5
OG0010553	6	6
OG0010554	6	6
OG0010555	6	6
OG0010556	6	6
OG0010557	3	3
OG0010558	6	6
OG0010559	5	5
OG0010560	6	6
OG0010561	6	6
OG0010562	3	2
OG0010563	6	6
OG0010564	6	6
OG0010565	6	6
OG0010566	6	6
OG0010567	6	6
OG0010568	6	6
OG0010569	6	6
OG0010570	1	0
OG0010571	0	0
OG0010572	1	1
OG0010573	0	0
OG0010574	0	0
OG0010575	0	0
OG0010576	0	0
OG0010577	0	0
OG0010578	1	1
OG0010579	0	0
OG0010580	0	0
OG0010581	0	0
OG0010582	0	0
OG0010583	0	0
OG0010584	1	1
OG0010585	3	3
OG0010586	0	0
OG0010587	2	2
OG0010588	0	0
OG0010589	0	0
OG0010590	1	1
OG0010591	1	1
OG0010592	1	1
OG0010593	1	1
OG0010594	3	3
OG0010595	1	0
OG0010596	1	1
OG0010597	1	1
OG0010598	0	0
OG0010599	1	1
OG0010600	0	0
OG0010601	0	0
OG0010602	0	0
OG0010603	0	0
OG0010604	1	1
OG0010605	0	0
OG0010606	0	0
OG0010607	1	1
OG0010608	0	0
OG0010609	1	1
OG0010610	1	1
OG0010611	0	0
OG0010612	1	1
OG0010613	0	0
OG0010614	1	1
OG0010615	0	0
OG0010616	0	0
OG0010617	0	0
OG0010618	2	2
OG0010619	0	0
OG0010620	1	1
OG0010621	1	1
OG0010622	1	1
OG0010623	0	0
OG0010624	0	0
OG0010625	0	0
OG0010626	0	0
OG0010627	1	1
OG0010628	2	2
OG0010629	0	0
OG0010630	1	1
OG0010631	0	0
OG0010632	0	0
OG0010633	0	0
OG0010634	0	0
OG0010635	0	0
OG0010636	0	0
OG0010637	0	0
OG0010638	0	0
OG0010639	0	0
OG0010640	2	2
OG0010641	0	0
OG0010642	0	0
OG0010643	1	1
OG0010644	0	0
OG0010645	2	0
OG0010646	0	0
OG0010647	2	2
OG0010648	2	1
OG0010649	1	1
OG0010650	0	0
OG0010651	0	0
OG0010652	5	5
OG0010653	5	5
OG0010654	1	0
OG0010655	2	2
OG0010656	2	2
OG0010657	1	1
OG0010658	0	0
OG0010659	0	0
OG0010660	0	0
OG0010661	0	0
OG0010662	0	0
OG0010663	0	0
OG0010664	1	0
OG0010665	0	0
OG0010666	0	0
OG0010667	0	0
OG0010668	2	1
OG0010669	0	0
OG0010670	1	1
OG0010671	1	0
OG0010672	0	0
OG0010673	1	1
OG0010674	0	0
OG0010675	1	1
OG0010676	2	2
OG0010677	0	0
OG0010678	2	2
OG0010679	1	1
OG0010680	3	3
OG0010681	1	1
OG0010682	0	0
OG0010683	2	1
OG0010684	0	0
OG0010685	5	5
OG0010686	1	1
OG0010687	1	0
OG0010688	0	0
OG0010689	0	0
OG0010690	0	0
OG0010691	0	0
OG0010692	0	0
OG0010693	1	1
OG0010694	0	0
OG0010695	0	0
OG0010696	0	0
OG0010697	0	0
OG0010698	0	0
OG0010699	1	1
OG0010700	0	0
OG0010701	0	0
OG0010702	1	1
OG0010703	1	1
OG0010704	1	1
OG0010705	0	0
OG0010706	0	0
OG0010707	1	1
OG0010708	1	1
OG0010709	1	1
OG0010710	0	0
OG0010711	0	0
OG0010712	1	1
OG0010713	1	1
OG0010714	2	2
OG0010715	0	0
OG0010716	0	0
OG0010717	0	0
OG0010718	0	0
OG0010719	0	0
OG0010720	5	5
OG0010721	1	1
OG0010722	4	4
OG0010723	5	5
OG0010724	5	5
OG0010725	5	5
OG0010726	5	5
OG0010727	5	5
OG0010728	5	5
OG0010729	5	5
OG0010730	5	5
OG0010731	1	1
OG0010732	5	5
OG0010733	5	5
OG0010734	5	5
OG0010735	5	5
OG0010736	0	0
OG0010737	0	0
OG0010738	5	5
OG0010739	5	5
OG0010740	1	1
OG0010741	5	5
OG0010742	5	5
OG0010743	5	5
OG0010744	5	5
OG0010745	5	5
OG0010746	5	5
OG0010747	1	1
OG0010748	5	5
OG0010749	4	4
OG0010750	0	0
OG0010751	5	5
OG0010752	5	5
OG0010753	5	5
OG0010754	5	5
OG0010755	5	5
OG0010756	5	5
OG0010757	5	5
OG0010758	5	5
OG0010759	1	1
OG0010760	1	1
OG0010761	0	0
OG0010762	5	5
OG0010763	3	3
OG0010764	3	3
OG0010765	5	5
OG0010766	5	5
OG0010767	5	5
OG0010768	1	1
OG0010769	5	5
OG0010770	5	5
OG0010771	3	2
OG0010772	1	1
OG0010773	5	5
OG0010774	5	5
OG0010775	0	0
OG0010776	3	3
OG0010777	5	5
OG0010778	5	5
OG0010779	5	5
OG0010780	5	5
OG0010781	4	4
OG0010782	0	0
OG0010783	5	5
OG0010784	2	2
OG0010785	5	5
OG0010786	3	3
OG0010787	3	3
OG0010788	2	1
OG0010789	3	3
OG0010790	5	5
OG0010791	3	3
OG0010792	3	3
OG0010793	1	1
OG0010794	4	4
OG0010795	0	0
OG0010796	1	1
OG0010797	2	2
OG0010798	5	5
OG0010799	2	2
OG0010800	4	4
OG0010801	0	0
OG0010802	4	4
OG0010803	0	0
OG0010804	2	2
OG0010805	5	5
OG0010806	0	0
OG0010807	1	1
OG0010808	4	4
OG0010809	0	0
OG0010810	4	4
OG0010811	0	0
OG0010812	2	2
OG0010813	0	0
OG0010814	0	0
OG0010815	1	1
OG0010816	1	1
OG0010817	4	4
OG0010818	1	1
OG0010819	0	0
OG0010820	0	0
OG0010821	4	4
OG0010822	0	0
OG0010823	0	0
OG0010824	5	5
OG0010825	5	5
OG0010826	5	5
OG0010827	5	5
OG0010828	5	5
OG0010829	5	5
OG0010830	5	5
OG0010831	5	5
OG0010832	5	5
OG0010833	5	5
OG0010834	5	5
OG0010835	5	5
OG0010836	5	5
OG0010837	5	5
OG0010838	5	5
OG0010839	5	5
OG0010840	5	5
OG0010841	5	5
OG0010842	5	5
OG0010843	5	5
OG0010844	5	5
OG0010845	5	5
OG0010846	5	5
OG0010847	5	5
OG0010848	5	5
OG0010849	5	5
OG0010850	2	2
OG0010851	5	5
OG0010852	5	5
OG0010853	5	5
OG0010854	5	5
OG0010855	2	0
OG0010856	5	5
OG0010857	2	2
OG0010858	0	0
OG0010859	5	5
OG0010860	5	5
OG0010861	3	3
OG0010862	5	5
OG0010863	5	5
OG0010864	5	5
OG0010865	5	5
OG0010866	5	5
OG0010867	5	5
OG0010868	5	5
OG0010869	5	5
OG0010870	0	0
OG0010871	5	5
OG0010872	5	5
OG0010873	5	5
OG0010874	0	0
OG0010875	0	0
OG0010876	5	5
OG0010877	3	3
OG0010878	3	3
OG0010879	0	0
OG0010880	2	2
OG0010881	2	1
OG0010882	3	3
OG0010883	1	0
OG0010884	2	2
OG0010885	1	1
OG0010886	2	2
OG0010887	1	1
OG0010888	0	0
OG0010889	0	0
OG0010890	0	0
OG0010891	2	2
OG0010892	1	1
OG0010893	0	0
OG0010894	0	0
OG0010895	0	0
OG0010896	1	1
OG0010897	0	0
OG0010898	4	4
OG0010899	1	1
OG0010900	1	1
OG0010901	2	2
OG0010902	2	2
OG0010903	1	1
OG0010904	0	0
OG0010905	0	0
OG0010906	3	3
OG0010907	1	0
OG0010908	0	0
OG0010909	5	5
OG0010910	2	2
OG0010911	4	4
OG0010912	5	5
OG0010913	5	5
OG0010914	2	2
OG0010915	1	1
OG0010916	2	2
OG0010917	0	0
OG0010918	0	0
OG0010919	0	0
OG0010920	0	0
OG0010921	0	0
OG0010922	0	0
OG0010923	1	1
OG0010924	0	0
OG0010925	0	0
OG0010926	4	4
OG0010927	1	1
OG0010928	3	3
OG0010929	2	2
OG0010930	3	3
OG0010931	2	2
OG0010932	0	0
OG0010933	2	2
OG0010934	0	0
OG0010935	5	5
OG0010936	0	0
OG0010937	2	2
OG0010938	1	1
OG0010939	1	1
OG0010940	2	2
OG0010941	0	0
OG0010942	0	0
OG0010943	0	0
OG0010944	0	0
OG0010945	0	0
OG0010946	1	1
OG0010947	0	0
OG0010948	1	0
OG0010949	0	0
OG0010950	1	1
OG0010951	0	0
OG0010952	0	0
OG0010953	0	0
OG0010954	0	0
OG0010955	0	0
OG0010956	0	0
OG0010957	0	0
OG0010958	1	1
OG0010959	0	0
OG0010960	1	1
OG0010961	0	0
OG0010962	0	0
OG0010963	0	0
OG0010964	2	2
OG0010965	1	1
OG0010966	0	0
OG0010967	0	0
OG0010968	0	0
OG0010969	0	0
OG0010970	1	0
OG0010971	0	0
OG0010972	0	0
OG0010973	1	0
OG0010974	0	0
OG0010975	0	0
OG0010976	1	0
OG0010977	0	0
OG0010978	1	1
OG0010979	1	1
OG0010980	1	1
OG0010981	0	0
OG0010982	1	1
OG0010983	0	0
OG0010984	1	1
OG0010985	2	2
OG0010986	0	0
OG0010987	2	2
OG0010988	1	0
OG0010989	1	1
OG0010990	1	1
OG0010991	1	1
OG0010992	1	1
OG0010993	1	1
OG0010994	2	1
OG0010995	1	1
OG0010996	1	1
OG0010997	0	0
OG0010998	0	0
OG0010999	1	1
OG0011000	1	1
OG0011001	1	0
OG0011002	0	0
OG0011003	2	2
OG0011004	0	0
OG0011005	1	1
OG0011006	1	1
OG0011007	5	5
OG0011008	1	0
OG0011009	0	0
OG0011010	0	0
OG0011011	0	0
OG0011012	0	0
OG0011013	0	0
OG0011014	0	0
OG0011015	0	0
OG0011016	0	0
OG0011017	0	0
OG0011018	0	0
OG0011019	3	3
OG0011020	0	0
OG0011021	0	0
OG0011022	0	0
OG0011023	1	1
OG0011024	0	0
OG0011025	0	0
OG0011026	3	3
OG0011027	3	3
OG0011028	5	5
OG0011029	0	0
OG0011030	0	0
OG0011031	1	1
OG0011032	2	2
OG0011033	0	0
OG0011034	1	1
OG0011035	3	3
OG0011036	1	1
OG0011037	2	2
OG0011038	1	1
OG0011039	0	0
OG0011040	1	1
OG0011041	5	5
OG0011042	1	1
OG0011043	1	1
OG0011044	2	2
OG0011045	2	2
OG0011046	0	0
OG0011047	0	0
OG0011048	2	2
OG0011049	2	2
OG0011050	0	0
OG0011051	1	1
OG0011052	5	5
OG0011053	0	0
OG0011054	5	5
OG0011055	5	5
OG0011056	1	1
OG0011057	1	1
OG0011058	5	5
OG0011059	0	0
OG0011060	0	0
OG0011061	0	0
OG0011062	1	1
OG0011063	4	4
OG0011064	0	0
OG0011065	0	0
OG0011066	1	1
OG0011067	2	2
OG0011068	2	1
OG0011069	1	1
OG0011070	2	2
OG0011071	4	4
OG0011072	2	1
OG0011073	3	3
OG0011074	1	1
OG0011075	0	0
OG0011076	0	0
OG0011077	1	1
OG0011078	5	5
OG0011079	4	4
OG0011080	2	0
OG0011081	3	3
OG0011082	1	1
OG0011083	0	0
OG0011084	1	1
OG0011085	3	3
OG0011086	1	0
OG0011087	0	0
OG0011088	0	0
OG0011089	4	4
OG0011090	1	1
OG0011091	3	3
OG0011092	4	4
OG0011093	2	2
OG0011094	2	1
OG0011095	2	2
OG0011096	2	2
OG0011097	1	1
OG0011098	1	1
OG0011099	2	2
OG0011100	0	0
OG0011101	3	3
OG0011102	1	1
OG0011103	1	1
OG0011104	1	1
OG0011105	2	2
OG0011106	2	2
OG0011107	0	0
OG0011108	1	1
OG0011109	2	2
OG0011110	1	1
OG0011111	0	0
OG0011112	0	0
OG0011113	1	1
OG0011114	1	1
OG0011115	1	1
OG0011116	2	2
OG0011117	0	0
OG0011118	0	0
OG0011119	0	0
OG0011120	0	0
OG0011121	1	0
OG0011122	0	0
OG0011123	1	0
OG0011124	1	1
OG0011125	0	0
OG0011126	0	0
OG0011127	1	0
OG0011128	1	1
OG0011129	0	0
OG0011130	0	0
OG0011131	0	0
OG0011132	0	0
OG0011133	0	0
OG0011134	0	0
OG0011135	1	0
OG0011136	0	0
OG0011137	0	0
OG0011138	1	1
OG0011139	1	1
OG0011140	1	1
OG0011141	0	0
OG0011142	0	0
OG0011143	0	0
OG0011144	0	0
OG0011145	1	1
OG0011146	0	0
OG0011147	0	0
OG0011148	1	1
OG0011149	0	0
OG0011150	1	1
OG0011151	2	1
OG0011152	0	0
OG0011153	1	0
OG0011154	0	0
OG0011155	0	0
OG0011156	0	0
OG0011157	1	1
OG0011158	1	1
OG0011159	1	1
OG0011160	1	0
OG0011161	0	0
OG0011162	1	1
OG0011163	2	1
OG0011164	1	1
OG0011165	0	0
OG0011166	0	0
OG0011167	0	0
OG0011168	0	0
OG0011169	1	1
OG0011170	1	1
OG0011171	1	1
OG0011172	0	0
OG0011173	1	0
OG0011174	1	1
OG0011175	0	0
OG0011176	0	0
OG0011177	0	0
OG0011178	0	0
OG0011179	0	0
OG0011180	1	1
OG0011181	0	0
OG0011182	0	0
OG0011183	1	1
OG0011184	0	0
OG0011185	1	0
OG0011186	1	0
OG0011187	0	0
OG0011188	1	1
OG0011189	1	1
OG0011190	2	2
OG0011191	1	1
OG0011192	1	0
OG0011193	0	0
OG0011194	0	0
OG0011195	0	0
OG0011196	1	0
OG0011197	1	1
OG0011198	1	1
OG0011199	1	0
OG0011200	0	0
OG0011201	0	0
OG0011202	0	0
OG0011203	1	1
OG0011204	0	0
OG0011205	0	0
OG0011206	3	3
OG0011207	1	1
OG0011208	1	1
OG0011209	0	0
OG0011210	0	0
OG0011211	1	1
OG0011212	0	0
OG0011213	0	0
OG0011214	1	1
OG0011215	0	0
OG0011216	0	0
OG0011217	1	1
OG0011218	0	0
OG0011219	1	1
OG0011220	1	0
OG0011221	0	0
OG0011222	0	0
OG0011223	1	1
OG0011224	0	0
OG0011225	0	0
OG0011226	0	0
OG0011227	1	1
OG0011228	1	1
OG0011229	0	0
OG0011230	0	0
OG0011231	0	0
OG0011232	2	0
OG0011233	1	0
OG0011234	1	1
OG0011235	0	0
OG0011236	0	0
OG0011237	1	1
OG0011238	0	0
OG0011239	1	0
OG0011240	0	0
OG0011241	1	0
OG0011242	1	0
OG0011243	1	1
OG0011244	0	0
OG0011245	0	0
OG0011246	1	1
OG0011247	1	0
OG0011248	0	0
OG0011249	0	0
OG0011250	1	1
OG0011251	5	5
OG0011252	5	5
OG0011253	5	5
OG0011254	5	5
OG0011255	5	5
OG0011256	5	5
OG0011257	5	5
OG0011258	5	5
OG0011259	4	4
OG0011260	2	2
OG0011261	3	3
OG0011262	0	0
OG0011263	4	4
OG0011264	0	0
OG0011265	2	2
OG0011266	0	0
OG0011267	0	0
OG0011268	2	2
OG0011269	2	2
OG0011270	0	0
OG0011271	2	2
OG0011272	1	1
OG0011273	3	2
OG0011274	5	5
OG0011275	5	5
OG0011276	5	5
OG0011277	5	5
OG0011278	5	5
OG0011279	5	5
OG0011280	5	5
OG0011281	0	0
OG0011282	5	5
OG0011283	5	5
OG0011284	5	5
OG0011285	5	5
OG0011286	3	3
OG0011287	5	5
OG0011288	5	5
OG0011289	5	5
OG0011290	3	3
OG0011291	5	5
OG0011292	5	5
OG0011293	5	5
OG0011294	5	5
OG0011295	5	5
OG0011296	4	4
OG0011297	5	5
OG0011298	5	5
OG0011299	5	5
OG0011300	5	5
OG0011301	5	5
OG0011302	5	5
OG0011303	4	4
OG0011304	5	5
OG0011305	3	3
OG0011306	5	5
OG0011307	5	5
OG0011308	5	5
OG0011309	4	4
OG0011310	4	4
OG0011311	5	5
OG0011312	5	5
OG0011313	5	5
OG0011314	5	5
OG0011315	5	5
OG0011316	5	5
OG0011317	5	5
OG0011318	5	5
OG0011319	0	0
OG0011320	0	0
OG0011321	1	1
OG0011322	1	1
OG0011323	0	0
OG0011324	0	0
OG0011325	1	1
OG0011326	0	0
OG0011327	3	3
OG0011328	0	0
OG0011329	1	1
OG0011330	0	0
OG0011331	0	0
OG0011332	0	0
OG0011333	0	0
OG0011334	0	0
OG0011335	2	2
OG0011336	2	2
OG0011337	1	1
OG0011338	0	0
OG0011339	0	0
OG0011340	1	0
OG0011341	1	1
OG0011342	2	2
OG0011343	3	3
OG0011344	1	1
OG0011345	0	0
OG0011346	0	0
OG0011347	0	0
OG0011348	0	0
OG0011349	0	0
OG0011350	2	2
OG0011351	1	1
OG0011352	2	2
OG0011353	2	2
OG0011354	0	0
OG0011355	0	0
OG0011356	0	0
OG0011357	1	0
OG0011358	0	0
OG0011359	0	0
OG0011360	0	0
OG0011361	2	2
OG0011362	0	0
OG0011363	0	0
OG0011364	0	0
OG0011365	0	0
OG0011366	0	0
OG0011367	0	0
OG0011368	0	0
OG0011369	1	1
OG0011370	0	0
OG0011371	0	0
OG0011372	1	1
OG0011373	1	1
OG0011374	0	0
OG0011375	1	1
OG0011376	0	0
OG0011377	0	0
OG0011378	0	0
OG0011379	0	0
OG0011380	1	1
OG0011381	0	0
OG0011382	1	1
OG0011383	2	2
OG0011384	0	0
OG0011385	0	0
OG0011386	0	0
OG0011387	1	1
OG0011388	1	1
OG0011389	0	0
OG0011390	1	1
OG0011391	1	1
OG0011392	0	0
OG0011393	0	0
OG0011394	1	1
OG0011395	0	0
OG0011396	0	0
OG0011397	1	1
OG0011398	0	0
OG0011399	2	2
OG0011400	0	0
OG0011401	0	0
OG0011402	1	1
OG0011403	0	0
OG0011404	1	1
OG0011405	1	1
OG0011406	2	2
OG0011407	0	0
OG0011408	0	0
OG0011409	1	1
OG0011410	1	1
OG0011411	0	0
OG0011412	0	0
OG0011413	0	0
OG0011414	2	2
OG0011415	0	0
OG0011416	0	0
OG0011417	0	0
OG0011418	0	0
OG0011419	0	0
OG0011420	0	0
OG0011421	1	1
OG0011422	2	2
OG0011423	0	0
OG0011424	0	0
OG0011425	0	0
OG0011426	0	0
OG0011427	0	0
OG0011428	0	0
OG0011429	0	0
OG0011430	0	0
OG0011431	0	0
OG0011432	1	1
OG0011433	0	0
OG0011434	0	0
OG0011435	0	0
OG0011436	1	1
OG0011437	0	0
OG0011438	0	0
OG0011439	1	1
OG0011440	0	0
OG0011441	2	2
OG0011442	0	0
OG0011443	1	1
OG0011444	1	1
OG0011445	1	1
OG0011446	0	0
OG0011447	0	0
OG0011448	0	0
OG0011449	1	1
OG0011450	1	0
OG0011451	1	1
OG0011452	2	2
OG0011453	4	4
OG0011454	0	0
OG0011455	3	3
OG0011456	1	1
OG0011457	4	4
OG0011458	0	0
OG0011459	1	1
OG0011460	1	1
OG0011461	3	3
OG0011462	0	0
OG0011463	0	0
OG0011464	1	0
OG0011465	0	0
OG0011466	1	1
OG0011467	2	2
OG0011468	0	0
OG0011469	0	0
OG0011470	0	0
OG0011471	2	2
OG0011472	2	2
OG0011473	0	0
OG0011474	1	0
OG0011475	4	4
OG0011476	0	0
OG0011477	0	0
OG0011478	0	0
OG0011479	0	0
OG0011480	2	2
OG0011481	0	0
OG0011482	2	2
OG0011483	1	1
OG0011484	0	0
OG0011485	0	0
OG0011486	1	1
OG0011487	2	2
OG0011488	2	2
OG0011489	0	0
OG0011490	1	1
OG0011491	0	0
OG0011492	0	0
OG0011493	4	4
OG0011494	0	0
OG0011495	0	0
OG0011496	1	1
OG0011497	1	1
OG0011498	0	0
OG0011499	0	0
OG0011500	0	0
OG0011501	2	2
OG0011502	0	0
OG0011503	4	4
OG0011504	3	3
OG0011505	0	0
OG0011506	0	0
OG0011507	1	1
OG0011508	2	2
OG0011509	3	3
OG0011510	0	0
OG0011511	0	0
OG0011512	1	0
OG0011513	2	2
OG0011514	1	1
OG0011515	3	3
OG0011516	0	0
OG0011517	1	1
OG0011518	1	1
OG0011519	2	2
OG0011520	2	2
OG0011521	0	0
OG0011522	0	0
OG0011523	0	0
OG0011524	0	0
OG0011525	1	1
OG0011526	2	2
OG0011527	1	1
OG0011528	0	0
OG0011529	2	2
OG0011530	4	4
OG0011531	4	4
OG0011532	1	1
OG0011533	0	0
OG0011534	1	1
OG0011535	4	4
OG0011536	0	0
OG0011537	4	4
OG0011538	4	4
OG0011539	0	0
OG0011540	1	1
OG0011541	3	3
OG0011542	3	3
OG0011543	4	4
OG0011544	4	4
OG0011545	4	4
OG0011546	4	4
OG0011547	0	0
OG0011548	0	0
OG0011549	3	3
OG0011550	4	4
OG0011551	4	4
OG0011552	0	0
OG0011553	3	3
OG0011554	4	4
OG0011555	4	4
OG0011556	4	4
OG0011557	4	4
OG0011558	4	4
OG0011559	4	4
OG0011560	4	4
OG0011561	4	4
OG0011562	4	4
OG0011563	4	4
OG0011564	4	4
OG0011565	4	4
OG0011566	4	4
OG0011567	4	4
OG0011568	2	2
OG0011569	4	4
OG0011570	4	4
OG0011571	4	4
OG0011572	4	4
OG0011573	4	4
OG0011574	4	4
OG0011575	4	4
OG0011576	4	4
OG0011577	4	4
OG0011578	4	4
OG0011579	2	2
OG0011580	4	4
OG0011581	4	4
OG0011582	4	4
OG0011583	4	4
OG0011584	4	4
OG0011585	4	4
OG0011586	0	0
OG0011587	1	1
OG0011588	3	3
OG0011589	4	4
OG0011590	4	4
OG0011591	4	4
OG0011592	4	4
OG0011593	4	4
OG0011594	4	4
OG0011595	4	4
OG0011596	4	4
OG0011597	4	4
OG0011598	4	4
OG0011599	4	4
OG0011600	4	4
OG0011601	4	4
OG0011602	4	4
OG0011603	4	4
OG0011604	4	4
OG0011605	4	4
OG0011606	4	4
OG0011607	4	4
OG0011608	4	4
OG0011609	4	4
OG0011610	3	3
OG0011611	4	4
OG0011612	4	4
OG0011613	4	4
OG0011614	4	4
OG0011615	4	4
OG0011616	1	1
OG0011617	3	3
OG0011618	3	3
OG0011619	1	1
OG0011620	2	2
OG0011621	2	2
OG0011622	4	4
OG0011623	3	3
OG0011624	1	1
OG0011625	3	3
OG0011626	0	0
OG0011627	4	4
OG0011628	0	0
OG0011629	0	0
OG0011630	1	1
OG0011631	1	1
OG0011632	2	2
OG0011633	3	3
OG0011634	2	2
OG0011635	4	4
OG0011636	0	0
OG0011637	3	3
OG0011638	1	1
OG0011639	4	4
OG0011640	2	2
OG0011641	1	1
OG0011642	0	0
OG0011643	2	2
OG0011644	3	3
OG0011645	3	3
OG0011646	1	1
OG0011647	0	0
OG0011648	0	0
OG0011649	2	2
OG0011650	0	0
OG0011651	3	3
OG0011652	2	2
OG0011653	1	1
OG0011654	3	3
OG0011655	4	4
OG0011656	2	2
OG0011657	0	0
OG0011658	3	3
OG0011659	0	0
OG0011660	0	0
OG0011661	0	0
OG0011662	0	0
OG0011663	2	2
OG0011664	2	2
OG0011665	0	0
OG0011666	1	1
OG0011667	1	1
OG0011668	0	0
OG0011669	1	1
OG0011670	3	3
OG0011671	0	0
OG0011672	3	3
OG0011673	0	0
OG0011674	0	0
OG0011675	2	2
OG0011676	1	1
OG0011677	0	0
OG0011678	3	3
OG0011679	1	1
OG0011680	0	0
OG0011681	0	0
OG0011682	1	1
OG0011683	2	2
OG0011684	0	0
OG0011685	2	2
OG0011686	0	0
OG0011687	2	2
OG0011688	0	0
OG0011689	0	0
OG0011690	0	0
OG0011691	0	0
OG0011692	0	0
OG0011693	4	4
OG0011694	4	4
OG0011695	4	4
OG0011696	3	3
OG0011697	4	4
OG0011698	4	4
OG0011699	4	4
OG0011700	4	4
OG0011701	3	3
OG0011702	4	4
OG0011703	3	3
OG0011704	4	4
OG0011705	4	4
OG0011706	1	1
OG0011707	4	4
OG0011708	4	4
OG0011709	4	4
OG0011710	4	4
OG0011711	4	4
OG0011712	4	4
OG0011713	4	4
OG0011714	4	4
OG0011715	4	4
OG0011716	4	4
OG0011717	3	3
OG0011718	4	4
OG0011719	4	4
OG0011720	4	4
OG0011721	4	4
OG0011722	4	4
OG0011723	4	4
OG0011724	3	3
OG0011725	4	4
OG0011726	4	4
OG0011727	4	4
OG0011728	4	4
OG0011729	4	4
OG0011730	4	4
OG0011731	4	4
OG0011732	4	4
OG0011733	4	4
OG0011734	4	4
OG0011735	4	4
OG0011736	1	1
OG0011737	4	4
OG0011738	2	2
OG0011739	0	0
OG0011740	4	4
OG0011741	4	4
OG0011742	4	4
OG0011743	4	4
OG0011744	4	4
OG0011745	4	4
OG0011746	4	4
OG0011747	4	4
OG0011748	0	0
OG0011749	4	4
OG0011750	4	4
OG0011751	4	4
OG0011752	3	3
OG0011753	3	3
OG0011754	4	4
OG0011755	3	3
OG0011756	4	4
OG0011757	4	4
OG0011758	4	4
OG0011759	4	4
OG0011760	4	4
OG0011761	4	4
OG0011762	4	4
OG0011763	4	4
OG0011764	4	4
OG0011765	4	4
OG0011766	0	0
OG0011767	4	4
OG0011768	4	4
OG0011769	1	1
OG0011770	0	0
OG0011771	4	4
OG0011772	1	1
OG0011773	0	0
OG0011774	4	4
OG0011775	2	1
OG0011776	0	0
OG0011777	1	1
OG0011778	0	0
OG0011779	1	1
OG0011780	0	0
OG0011781	3	3
OG0011782	0	0
OG0011783	2	2
OG0011784	1	1
OG0011785	1	1
OG0011786	2	2
OG0011787	1	0
OG0011788	1	1
OG0011789	1	1
OG0011790	1	0
OG0011791	0	0
OG0011792	3	3
OG0011793	2	2
OG0011794	0	0
OG0011795	3	3
OG0011796	2	2
OG0011797	1	1
OG0011798	0	0
OG0011799	0	0
OG0011800	4	4
OG0011801	3	3
OG0011802	1	1
OG0011803	1	1
OG0011804	4	4
OG0011805	0	0
OG0011806	4	4
OG0011807	0	0
OG0011808	4	4
OG0011809	3	3
OG0011810	4	4
OG0011811	4	4
OG0011812	3	3
OG0011813	3	3
OG0011814	4	4
OG0011815	2	2
